signature,id,id_source,type,brand,category,subcategory,model,generation,version,name,years,photo_folder,quick_photo_1,quick_photo_2,photo_mode,photo_1,photo_2,article_file,article_exists
2b742fdeab476a9d033373811055b6517e7a9ffc,car-00986,excel,car,BMW,,,Serie 3,F34,325dA GT,BMW Serie 3 325dA GT,2016-2020–,assets/vehicles/bmw/car-00986/,assets/vehicles/_quick/car-00986-1.webp,assets/vehicles/_quick/car-00986-2.webp,,,,content/articles/bmw/car-00986.md,no
8f4cc92c7cc9eab7f7722c8566f576e4e1f032da,car-00987,excel,car,BMW,,,Serie 3,G20,318dA,BMW Serie 3 318dA,2019-2020–,assets/vehicles/bmw/car-00987/,assets/vehicles/_quick/car-00987-1.webp,assets/vehicles/_quick/car-00987-2.webp,,,,content/articles/bmw/car-00987.md,no
a272ee25d73ec354a1ae9d4d829aa7cb7ffed878,car-00988,excel,car,BMW,,,Serie 3,G20,318i,BMW Serie 3 318i,2020-–,assets/vehicles/bmw/car-00988/,assets/vehicles/_quick/car-00988-1.webp,assets/vehicles/_quick/car-00988-2.webp,,,,content/articles/bmw/car-00988.md,no
0724e8ee5f01aee8a2ba63aa52981be87128da75,car-00989,excel,car,BMW,,,Serie 3,G20,320d xDrive,BMW Serie 3 320d xDrive,2019-–,assets/vehicles/bmw/car-00989/,assets/vehicles/_quick/car-00989-1.webp,assets/vehicles/_quick/car-00989-2.webp,,,,content/articles/bmw/car-00989.md,no
0ade01cabf8e228b46992c6aa369ce09957914e3,car-00990,excel,car,BMW,,,Serie 3,G20,320dA,BMW Serie 3 320dA,2019-2020–,assets/vehicles/bmw/car-00990/,assets/vehicles/_quick/car-00990-1.webp,assets/vehicles/_quick/car-00990-2.webp,,,,content/articles/bmw/car-00990.md,no
7e3bfaf7f341fc590b99259a339cdca12c72f571,car-00991,excel,car,BMW,,,Serie 3,G20,320dA MHEV,BMW Serie 3 320dA MHEV,2021-–,assets/vehicles/bmw/car-00991/,assets/vehicles/_quick/car-00991-1.webp,assets/vehicles/_quick/car-00991-2.webp,,,,content/articles/bmw/car-00991.md,no
1c8e990c87a2c662db88f7b348b7fe4466ea381c,car-00992,excel,car,BMW,,,Serie 3,G20,320e,BMW Serie 3 320e,2021-–,assets/vehicles/bmw/car-00992/,assets/vehicles/_quick/car-00992-1.webp,assets/vehicles/_quick/car-00992-2.webp,,,,content/articles/bmw/car-00992.md,no
5f8013b3fd2c4e23df510188a924682c3a5c6149,car-00993,excel,car,BMW,,,Serie 3,G20,320i,BMW Serie 3 320i,2019-–,assets/vehicles/bmw/car-00993/,assets/vehicles/_quick/car-00993-1.webp,assets/vehicles/_quick/car-00993-2.webp,,,,content/articles/bmw/car-00993.md,no
f665879098367f279587ae1756d2ebde9cefd47d,car-00994,excel,car,BMW,,,Serie 3,G20,M340i,BMW Serie 3 M340i,2020-–,assets/vehicles/bmw/car-00994/,assets/vehicles/_quick/car-00994-1.webp,assets/vehicles/_quick/car-00994-2.webp,,,,content/articles/bmw/car-00994.md,no
d5bf0ae81c73218cd4265b84cacdc07477d68769,car-00995,excel,car,BMW,,,Serie 3,G20,M340i xDrive,BMW Serie 3 M340i xDrive,2019-2020–,assets/vehicles/bmw/car-00995/,assets/vehicles/_quick/car-00995-1.webp,assets/vehicles/_quick/car-00995-2.webp,,,,content/articles/bmw/car-00995.md,no
9a9013fe5350a12dd402c0733d54971b860836f0,car-00996,excel,car,BMW,,,Serie 3,G21,318dA Touring MHEV,BMW Serie 3 318dA Touring MHEV,2020-–,assets/vehicles/bmw/car-00996/,assets/vehicles/_quick/car-00996-1.webp,assets/vehicles/_quick/car-00996-2.webp,,,,content/articles/bmw/car-00996.md,no
927f8e874ea338258b1d1a36a13f75f391d4ee77,car-00997,excel,car,BMW,,,Serie 3,G21,320dA Touring,BMW Serie 3 320dA Touring,2019-2020–,assets/vehicles/bmw/car-00997/,assets/vehicles/_quick/car-00997-1.webp,assets/vehicles/_quick/car-00997-2.webp,,,,content/articles/bmw/car-00997.md,no
a92c73a2d852f9d065a3d264f4d3e3cd3794631e,car-00998,excel,car,BMW,,,Serie 3,G21,320dA Touring MHEV,BMW Serie 3 320dA Touring MHEV,2020-–,assets/vehicles/bmw/car-00998/,assets/vehicles/_quick/car-00998-1.webp,assets/vehicles/_quick/car-00998-2.webp,,,,content/articles/bmw/car-00998.md,no
ecaa9dcb6c5a711938a39290b0050a5a37614d43,car-00999,excel,car,BMW,,,Serie 3,G21,320dA Touring xDrive,BMW Serie 3 320dA Touring xDrive,2019-–,assets/vehicles/bmw/car-00999/,assets/vehicles/_quick/car-00999-1.webp,assets/vehicles/_quick/car-00999-2.webp,,,,content/articles/bmw/car-00999.md,no
0889e5d9c8e9472b870cac530d436a3a4f90c813,car-01000,excel,car,BMW,,,Serie 3,G21,320e Touring,BMW Serie 3 320e Touring,2021-–,assets/vehicles/bmw/car-01000/,assets/vehicles/_quick/car-01000-1.webp,assets/vehicles/_quick/car-01000-2.webp,,,,content/articles/bmw/car-01000.md,no
984d1e45232fc848dd30a0c6771443c1e2859e78,car-01001,excel,car,BMW,,,Serie 3,G21,M340i xDrive Touring,BMW Serie 3 M340i xDrive Touring,2019-2021–,assets/vehicles/bmw/car-01001/,assets/vehicles/_quick/car-01001-1.webp,assets/vehicles/_quick/car-01001-2.webp,,,,content/articles/bmw/car-01001.md,no
593fb6908db65547506228ecf3f6e7f0f5cea688,car-01002,excel,car,BMW,,,Serie 4,F36,430i Gran Coupé LCI,BMW Serie 4 430i Gran Coupé LCI,2017–2020,assets/vehicles/bmw/car-01002/,assets/vehicles/_quick/car-01002-1.webp,assets/vehicles/_quick/car-01002-2.webp,,,,content/articles/bmw/car-01002.md,no
0d34d2c4c4472be50d9b637ebcdbf5e59ce3fa21,car-01003,excel,car,BMW,,,Serie 4,F32,440i xDrive,BMW Serie 4 440i xDrive,2016-2020–,assets/vehicles/bmw/car-01003/,assets/vehicles/_quick/car-01003-1.webp,assets/vehicles/_quick/car-01003-2.webp,,,,content/articles/bmw/car-01003.md,no
3905b4cd72364780f8965f1a4461059c24b5e21b,car-01004,excel,car,BMW,,,Serie 4,F32,440iA,BMW Serie 4 440iA,2016-2020–,assets/vehicles/bmw/car-01004/,assets/vehicles/_quick/car-01004-1.webp,assets/vehicles/_quick/car-01004-2.webp,,,,content/articles/bmw/car-01004.md,no
afd2e9b3a4d8f1946885427610d058c814bcdf8e,car-01005,excel,car,BMW,,,Serie 4,F32,440iA MPerformance,BMW Serie 4 440iA MPerformance,2016–2020,assets/vehicles/bmw/car-01005/,assets/vehicles/_quick/car-01005-1.webp,assets/vehicles/_quick/car-01005-2.webp,,,,content/articles/bmw/car-01005.md,no
3af82f9a38d7707e4f8245adb6ac1f57c2b98d92,car-01006,excel,car,BMW,,,Serie 4,F33,440iA Cab,BMW Serie 4 440iA Cab,2016-2020–,assets/vehicles/bmw/car-01006/,assets/vehicles/_quick/car-01006-1.webp,assets/vehicles/_quick/car-01006-2.webp,,,,content/articles/bmw/car-01006.md,no
04b7df77bd9a71769b03898c2d943308cb5378bd,car-01007,excel,car,BMW,,,Serie 4,F36,440i Gran Coupé xDrive,BMW Serie 4 440i Gran Coupé xDrive,2016-2020–,assets/vehicles/bmw/car-01007/,assets/vehicles/_quick/car-01007-1.webp,assets/vehicles/_quick/car-01007-2.webp,,,,content/articles/bmw/car-01007.md,no
6fe00538ebf6bb28053023cdc4bbc9d4cbb7c350,car-01008,excel,car,BMW,,,Serie 4,F36,440i Gran Coupé xDrive MPerformance,BMW Serie 4 440i Gran Coupé xDrive MPerformance,2016-2020–,assets/vehicles/bmw/car-01008/,assets/vehicles/_quick/car-01008-1.webp,assets/vehicles/_quick/car-01008-2.webp,,,,content/articles/bmw/car-01008.md,no
1e1074d6840e935f5042bad9909a63ad961dac52,car-01009,excel,car,BMW,,,Serie 4,F36,440iA Gran Coupé,BMW Serie 4 440iA Gran Coupé,2016-2020–,assets/vehicles/bmw/car-01009/,assets/vehicles/_quick/car-01009-1.webp,assets/vehicles/_quick/car-01009-2.webp,,,,content/articles/bmw/car-01009.md,no
3cb3e15300a4c74a428970427bddce83df2e0bb4,car-01010,excel,car,BMW,,,Serie 4,F36,440iA Gran Coupé MPerformance,BMW Serie 4 440iA Gran Coupé MPerformance,2016-2020–,assets/vehicles/bmw/car-01010/,assets/vehicles/_quick/car-01010-1.webp,assets/vehicles/_quick/car-01010-2.webp,,,,content/articles/bmw/car-01010.md,no
60e889c6d0438213d59268c97a133347b36c20c1,car-01011,excel,car,BMW,,,Serie 4,G22,420d Coupé,BMW Serie 4 420d Coupé,2020–2024,assets/vehicles/bmw/car-01011/,assets/vehicles/_quick/car-01011-1.webp,assets/vehicles/_quick/car-01011-2.webp,,,,content/articles/bmw/car-01011.md,no
8222f94efab2938dc4b94186d93166f1c4ac9924,car-01012,excel,car,BMW,,,Serie 4,G22,420i Coupé,BMW Serie 4 420i Coupé,2020–2024,assets/vehicles/bmw/car-01012/,assets/vehicles/_quick/car-01012-1.webp,assets/vehicles/_quick/car-01012-2.webp,,,,content/articles/bmw/car-01012.md,no
ae0e0a34c252693198d6628a0ca38dffe682f911,car-01013,excel,car,BMW,,,Serie 4,G22,430d Coupé,BMW Serie 4 430d Coupé,2020–2024,assets/vehicles/bmw/car-01013/,assets/vehicles/_quick/car-01013-1.webp,assets/vehicles/_quick/car-01013-2.webp,,,,content/articles/bmw/car-01013.md,no
6f0412d788eee776a0e84df5962afb7676f6781b,car-01014,excel,car,BMW,,,Serie 4,G22,430d xDrive Coupé,BMW Serie 4 430d xDrive Coupé,2020–2024,assets/vehicles/bmw/car-01014/,assets/vehicles/_quick/car-01014-1.webp,assets/vehicles/_quick/car-01014-2.webp,,,,content/articles/bmw/car-01014.md,no
11b408e613805fc0f952618f44d77a291fa8078f,car-01015,excel,car,BMW,,,Serie 4,G22,430i Coupé,BMW Serie 4 430i Coupé,2020–2024,assets/vehicles/bmw/car-01015/,assets/vehicles/_quick/car-01015-1.webp,assets/vehicles/_quick/car-01015-2.webp,,,,content/articles/bmw/car-01015.md,no
497549bed0291bbb64a19a1ef1cab88d62f5d0ec,car-01016,excel,car,BMW,,,Serie 4,G22,M440i,BMW Serie 4 M440i,2021-–,assets/vehicles/bmw/car-01016/,assets/vehicles/_quick/car-01016-1.webp,assets/vehicles/_quick/car-01016-2.webp,,,,content/articles/bmw/car-01016.md,no
6eebe52f12dc6d7cd0d6d944a4b54fd4e9f50c91,car-01017,excel,car,BMW,,,Serie 4,G22,M440i xDrive,BMW Serie 4 M440i xDrive,2020-–,assets/vehicles/bmw/car-01017/,assets/vehicles/_quick/car-01017-1.webp,assets/vehicles/_quick/car-01017-2.webp,,,,content/articles/bmw/car-01017.md,no
7ac40229afc1f403df8fc6ab3919f509b1edd8bc,car-01018,excel,car,BMW,,,Serie 4,G22,M440i xDrive Cabrio,BMW Serie 4 M440i xDrive Cabrio,2021-–,assets/vehicles/bmw/car-01018/,assets/vehicles/_quick/car-01018-1.webp,assets/vehicles/_quick/car-01018-2.webp,,,,content/articles/bmw/car-01018.md,no
ba8c857c6abdeb3ca2e3494c617e82503277411a,car-01019,excel,car,BMW,,,Serie 4,G22,M440i xDrive Gran Coupé,BMW Serie 4 M440i xDrive Gran Coupé,2021-–,assets/vehicles/bmw/car-01019/,assets/vehicles/_quick/car-01019-1.webp,assets/vehicles/_quick/car-01019-2.webp,,,,content/articles/bmw/car-01019.md,no
2a912a68045bb613d31f7053849a6c251a946f8d,car-01020,excel,car,BMW,,,Serie 5,E28,520i,BMW Serie 5 520i,1981-1988–,assets/vehicles/bmw/car-01020/,assets/vehicles/_quick/car-01020-1.webp,assets/vehicles/_quick/car-01020-2.webp,,,,content/articles/bmw/car-01020.md,no
0bb4d88aabb96b4128e908d666f8d7e63b372b4d,car-01021,excel,car,BMW,,,Serie 5,E28,525e,BMW Serie 5 525e,1983-1985–,assets/vehicles/bmw/car-01021/,assets/vehicles/_quick/car-01021-1.webp,assets/vehicles/_quick/car-01021-2.webp,,,,content/articles/bmw/car-01021.md,no
dff188675d0aafc53fec17d3587e310bcb83a457,car-01022,excel,car,BMW,,,Serie 5,E28,525e,BMW Serie 5 525e,1985-1987–,assets/vehicles/bmw/car-01022/,assets/vehicles/_quick/car-01022-1.webp,assets/vehicles/_quick/car-01022-2.webp,,,,content/articles/bmw/car-01022.md,no
544552ad6499a3d3c4120497476947691a90117c,car-01023,excel,car,BMW,,,Serie 5,E34,520i,BMW Serie 5 520i,1990-1996–,assets/vehicles/bmw/car-01023/,assets/vehicles/_quick/car-01023-1.webp,assets/vehicles/_quick/car-01023-2.webp,,,,content/articles/bmw/car-01023.md,no
92b7864759481f0d3bfd5407562a395694ea9791,car-01024,excel,car,BMW,,,Serie 5,E34,520i,BMW Serie 5 520i,1988-1990–,assets/vehicles/bmw/car-01024/,assets/vehicles/_quick/car-01024-1.webp,assets/vehicles/_quick/car-01024-2.webp,,,,content/articles/bmw/car-01024.md,no
c5fa3f0a1277446f7f85451266f26e60e1018328,car-01025,excel,car,BMW,,,Serie 5,E34,520i Touring,BMW Serie 5 520i Touring,1990-1996–,assets/vehicles/bmw/car-01025/,assets/vehicles/_quick/car-01025-1.webp,assets/vehicles/_quick/car-01025-2.webp,,,,content/articles/bmw/car-01025.md,no
5a5a105f6160cba00b1a58fd45c1e3ef8f2c3cde,car-01026,excel,car,BMW,,,Serie 5,E34,525i,BMW Serie 5 525i,1990-1996–,assets/vehicles/bmw/car-01026/,assets/vehicles/_quick/car-01026-1.webp,assets/vehicles/_quick/car-01026-2.webp,,,,content/articles/bmw/car-01026.md,no
2b760b4cf6b66a070a660f4ad885bf720c8208e9,car-01027,excel,car,BMW,,,Serie 5,E34,525i,BMW Serie 5 525i,1987-1990–,assets/vehicles/bmw/car-01027/,assets/vehicles/_quick/car-01027-1.webp,assets/vehicles/_quick/car-01027-2.webp,,,,content/articles/bmw/car-01027.md,no
d3b5bbb564c05e89d284de97095b74f0073c7554,car-01028,excel,car,BMW,,,Serie 5,E34,525iA,BMW Serie 5 525iA,1990-1996–,assets/vehicles/bmw/car-01028/,assets/vehicles/_quick/car-01028-1.webp,assets/vehicles/_quick/car-01028-2.webp,,,,content/articles/bmw/car-01028.md,no
d154f90f28ceaf2eb42be1a60e159abcd2b5a749,car-01029,excel,car,BMW,,,Serie 5,E34,540i,BMW Serie 5 540i,1992-1996–,assets/vehicles/bmw/car-01029/,assets/vehicles/_quick/car-01029-1.webp,assets/vehicles/_quick/car-01029-2.webp,,,,content/articles/bmw/car-01029.md,no
5b9956e5f6cb6cad28b00685acf4f88bb60bd6f6,car-01030,excel,car,BMW,,,Serie 5,E34,540IA,BMW Serie 5 540IA,1992-1996–,assets/vehicles/bmw/car-01030/,assets/vehicles/_quick/car-01030-1.webp,assets/vehicles/_quick/car-01030-2.webp,,,,content/articles/bmw/car-01030.md,no
93ac6246a4bb44987c8ebc73eaf39459cef4d84c,car-01031,excel,car,BMW,,,Serie 5,E39,520d,BMW Serie 5 520d,2000-2003–,assets/vehicles/bmw/car-01031/,assets/vehicles/_quick/car-01031-1.webp,assets/vehicles/_quick/car-01031-2.webp,,,,content/articles/bmw/car-01031.md,no
57a03fd25a798f55d8ebfcf7dc63224a5cee4689,car-01032,excel,car,BMW,,,Serie 5,E39,520i,BMW Serie 5 520i,2000-2003–,assets/vehicles/bmw/car-01032/,assets/vehicles/_quick/car-01032-1.webp,assets/vehicles/_quick/car-01032-2.webp,,,,content/articles/bmw/car-01032.md,no
2decfe170078c3d697de2301e2ff9a854a0e02be,car-01033,excel,car,BMW,,,Serie 5,E39,520i,BMW Serie 5 520i,1995-2000–,assets/vehicles/bmw/car-01033/,assets/vehicles/_quick/car-01033-1.webp,assets/vehicles/_quick/car-01033-2.webp,,,,content/articles/bmw/car-01033.md,no
a3289377f12eab9940e433392b90bfe9bf7a1bbf,car-01034,excel,car,BMW,,,Serie 5,E39,523i,BMW Serie 5 523i,1995-1998–,assets/vehicles/bmw/car-01034/,assets/vehicles/_quick/car-01034-1.webp,assets/vehicles/_quick/car-01034-2.webp,,,,content/articles/bmw/car-01034.md,no
5b0a5df1a1a87fc509307440fa72b937bd6bb4d0,car-01035,excel,car,BMW,,,Serie 5,E39,525 Tds,BMW Serie 5 525 Tds,1995-2000–,assets/vehicles/bmw/car-01035/,assets/vehicles/_quick/car-01035-1.webp,assets/vehicles/_quick/car-01035-2.webp,,,,content/articles/bmw/car-01035.md,no
56b98f94d3759dc8627592151b011f4bf3b177d1,car-01036,excel,car,BMW,,,Serie 5,E39,525d,BMW Serie 5 525d,2000-2003–,assets/vehicles/bmw/car-01036/,assets/vehicles/_quick/car-01036-1.webp,assets/vehicles/_quick/car-01036-2.webp,,,,content/articles/bmw/car-01036.md,no
e33b49b4de891f597feb2bfce1f2af97069d95ba,car-01037,excel,car,BMW,,,Serie 5,E39,525d Touring,BMW Serie 5 525d Touring,2000-2003–,assets/vehicles/bmw/car-01037/,assets/vehicles/_quick/car-01037-1.webp,assets/vehicles/_quick/car-01037-2.webp,,,,content/articles/bmw/car-01037.md,no
ff0acbb0d28937fe047dc44091dfb43104fdd8e3,car-01038,excel,car,BMW,,,Serie 5,E39,525dA,BMW Serie 5 525dA,2000-2003–,assets/vehicles/bmw/car-01038/,assets/vehicles/_quick/car-01038-1.webp,assets/vehicles/_quick/car-01038-2.webp,,,,content/articles/bmw/car-01038.md,no
a4c84c6fcc459ea64f26d13c83813c44ab2966f9,car-01039,excel,car,BMW,,,Serie 5,E39,525i,BMW Serie 5 525i,2000-2003–,assets/vehicles/bmw/car-01039/,assets/vehicles/_quick/car-01039-1.webp,assets/vehicles/_quick/car-01039-2.webp,,,,content/articles/bmw/car-01039.md,no
31c84f365947597b7af0f138da81c53e3dce7397,car-01040,excel,car,BMW,,,Serie 5,E39,528i,BMW Serie 5 528i,1995–2000,assets/vehicles/bmw/car-01040/,assets/vehicles/_quick/car-01040-1.webp,assets/vehicles/_quick/car-01040-2.webp,,,,content/articles/bmw/car-01040.md,no
6e93d41c01139fdb50d3e12702029fcbc66692b2,car-01041,excel,car,BMW,,,Serie 5,E39,528i Touring,BMW Serie 5 528i Touring,1996-2000–,assets/vehicles/bmw/car-01041/,assets/vehicles/_quick/car-01041-1.webp,assets/vehicles/_quick/car-01041-2.webp,,,,content/articles/bmw/car-01041.md,no
76d465df26f95befc00e0201e22b1ad1533de5af,car-01042,excel,car,BMW,,,Serie 5,E39,528iA,BMW Serie 5 528iA,1995–2000,assets/vehicles/bmw/car-01042/,assets/vehicles/_quick/car-01042-1.webp,assets/vehicles/_quick/car-01042-2.webp,,,,content/articles/bmw/car-01042.md,no
068acb18728ef278e3d08ea78ebd7814f5adf61a,car-01043,excel,car,BMW,,,Serie 5,E39,530d,BMW Serie 5 530d,2000-2003–,assets/vehicles/bmw/car-01043/,assets/vehicles/_quick/car-01043-1.webp,assets/vehicles/_quick/car-01043-2.webp,,,,content/articles/bmw/car-01043.md,no
d7f0f24a4a724f7750f4e600dd5b389da9a664c4,car-01044,excel,car,BMW,,,Serie 5,E39,530d,BMW Serie 5 530d,1998-2000–,assets/vehicles/bmw/car-01044/,assets/vehicles/_quick/car-01044-1.webp,assets/vehicles/_quick/car-01044-2.webp,,,,content/articles/bmw/car-01044.md,no
f9f7157bdcb77bfadbd82250a9c9e090745f2dd7,car-01045,excel,car,BMW,,,Serie 5,E39,530d Touring,BMW Serie 5 530d Touring,2000-2004–,assets/vehicles/bmw/car-01045/,assets/vehicles/_quick/car-01045-1.webp,assets/vehicles/_quick/car-01045-2.webp,,,,content/articles/bmw/car-01045.md,no
e347acce83a66e04a1f124a8b3c2e79dd83f7c66,car-01046,excel,car,BMW,,,Serie 5,E39,530dA,BMW Serie 5 530dA,1998-2000–,assets/vehicles/bmw/car-01046/,assets/vehicles/_quick/car-01046-1.webp,assets/vehicles/_quick/car-01046-2.webp,,,,content/articles/bmw/car-01046.md,no
f5c9fa6b4c6586c1319176537487ee4c445d3a36,car-01047,excel,car,BMW,,,Serie 5,E39,530dA Touring,BMW Serie 5 530dA Touring,1998-2000–,assets/vehicles/bmw/car-01047/,assets/vehicles/_quick/car-01047-1.webp,assets/vehicles/_quick/car-01047-2.webp,,,,content/articles/bmw/car-01047.md,no
7f9ec53738b79faab133f621d6377aa922a56b71,car-01048,excel,car,BMW,,,Serie 5,E39,530i,BMW Serie 5 530i,2000–2003,assets/vehicles/bmw/car-01048/,assets/vehicles/_quick/car-01048-1.webp,assets/vehicles/_quick/car-01048-2.webp,,,,content/articles/bmw/car-01048.md,no
7529819bb4d1f7163ec2487a803b2cd7eb8f231b,car-01049,excel,car,BMW,,,Serie 5,E39,530iA,BMW Serie 5 530iA,2000–2003,assets/vehicles/bmw/car-01049/,assets/vehicles/_quick/car-01049-1.webp,assets/vehicles/_quick/car-01049-2.webp,,,,content/articles/bmw/car-01049.md,no
93892394d93db786cc75345e0f964c9807f7424b,car-01050,excel,car,BMW,,,Serie 5,E39,535i,BMW Serie 5 535i,1996-2000–,assets/vehicles/bmw/car-01050/,assets/vehicles/_quick/car-01050-1.webp,assets/vehicles/_quick/car-01050-2.webp,,,,content/articles/bmw/car-01050.md,no
6896f5111cfdcc524ee3ef556115c34f5d94f314,car-01051,excel,car,BMW,,,Serie 5,E39,540i,BMW Serie 5 540i,1996-2003–,assets/vehicles/bmw/car-01051/,assets/vehicles/_quick/car-01051-1.webp,assets/vehicles/_quick/car-01051-2.webp,,,,content/articles/bmw/car-01051.md,no
9684eab1a66bbcb43c6c537e16188508bcb7c2a2,car-01052,excel,car,BMW,,,Serie 5,E39,540iA,BMW Serie 5 540iA,1996-2003–,assets/vehicles/bmw/car-01052/,assets/vehicles/_quick/car-01052-1.webp,assets/vehicles/_quick/car-01052-2.webp,,,,content/articles/bmw/car-01052.md,no
64209c763f9acd0be29c1ed30619adc459359715,car-01053,excel,car,BMW,,,Serie 5,E39,540iA Touring,BMW Serie 5 540iA Touring,1996-2003–,assets/vehicles/bmw/car-01053/,assets/vehicles/_quick/car-01053-1.webp,assets/vehicles/_quick/car-01053-2.webp,,,,content/articles/bmw/car-01053.md,no
40db1c00b8a2328d79a59b758384092547ae6702,car-01054,excel,car,BMW,,,Serie 5,E39,M5,BMW Serie 5 M5,1998-2003–,assets/vehicles/bmw/car-01054/,assets/vehicles/_quick/car-01054-1.webp,assets/vehicles/_quick/car-01054-2.webp,,,,content/articles/bmw/car-01054.md,no
bb6b17ab89f5a8575dbc273e4d513989253b4786,car-01055,excel,car,BMW,,,Serie 5,E60,520d,BMW Serie 5 520d,2007-2010–,assets/vehicles/bmw/car-01055/,assets/vehicles/_quick/car-01055-1.webp,assets/vehicles/_quick/car-01055-2.webp,,,,content/articles/bmw/car-01055.md,no
467960fd5143aa19958558b0caf4e998dcb2a70a,car-01056,excel,car,BMW,,,Serie 5,E60,520d,BMW Serie 5 520d,2005-2007–,assets/vehicles/bmw/car-01056/,assets/vehicles/_quick/car-01056-1.webp,assets/vehicles/_quick/car-01056-2.webp,,,,content/articles/bmw/car-01056.md,no
9ca49da4bce192ca870e67c0f9a55533a48b6f06,car-01057,excel,car,BMW,,,Serie 5,E60,520dA,BMW Serie 5 520dA,2007-2010–,assets/vehicles/bmw/car-01057/,assets/vehicles/_quick/car-01057-1.webp,assets/vehicles/_quick/car-01057-2.webp,,,,content/articles/bmw/car-01057.md,no
161a525742abbc5b43f09ee48ebeea75d4da71fd,car-01058,excel,car,BMW,,,Serie 5,E60,520i,BMW Serie 5 520i,2003-2005–,assets/vehicles/bmw/car-01058/,assets/vehicles/_quick/car-01058-1.webp,assets/vehicles/_quick/car-01058-2.webp,,,,content/articles/bmw/car-01058.md,no
6ffd111f6eb14453153a97605506a7c2f34a222c,car-01059,excel,car,BMW,,,Serie 5,E60,523i,BMW Serie 5 523i,2004-2007–,assets/vehicles/bmw/car-01059/,assets/vehicles/_quick/car-01059-1.webp,assets/vehicles/_quick/car-01059-2.webp,,,,content/articles/bmw/car-01059.md,no
b9f26ddfdaf56b71f6a3ed734a6d87dd5605ed9e,car-01060,excel,car,BMW,,,Serie 5,E60,523iA,BMW Serie 5 523iA,2007-2010–,assets/vehicles/bmw/car-01060/,assets/vehicles/_quick/car-01060-1.webp,assets/vehicles/_quick/car-01060-2.webp,,,,content/articles/bmw/car-01060.md,no
c964375a0c30996bf6d00eefc4bac20701379b99,car-01061,excel,car,BMW,,,Serie 5,E60,525d,BMW Serie 5 525d,2007-2010–,assets/vehicles/bmw/car-01061/,assets/vehicles/_quick/car-01061-1.webp,assets/vehicles/_quick/car-01061-2.webp,,,,content/articles/bmw/car-01061.md,no
a30cbdeae02c6aa3c2dff8b88e11ccec386574ae,car-01062,excel,car,BMW,,,Serie 5,E60,525d,BMW Serie 5 525d,2003-2007–,assets/vehicles/bmw/car-01062/,assets/vehicles/_quick/car-01062-1.webp,assets/vehicles/_quick/car-01062-2.webp,,,,content/articles/bmw/car-01062.md,no
3e2409a9e5d4fa96dc7dee2629f5d4607e7ddc76,car-01063,excel,car,BMW,,,Serie 5,E60,525dA,BMW Serie 5 525dA,2007-2010–,assets/vehicles/bmw/car-01063/,assets/vehicles/_quick/car-01063-1.webp,assets/vehicles/_quick/car-01063-2.webp,,,,content/articles/bmw/car-01063.md,no
87447fbc7ce33768596c2cb0f4b4cc80dd7239bd,car-01064,excel,car,BMW,,,Serie 5,E60,525dA,BMW Serie 5 525dA,2003-2007–,assets/vehicles/bmw/car-01064/,assets/vehicles/_quick/car-01064-1.webp,assets/vehicles/_quick/car-01064-2.webp,,,,content/articles/bmw/car-01064.md,no
95263de2e5d90b2185287b1b755aa6396a84e9f6,car-01065,excel,car,BMW,,,Serie 5,E60,525i,BMW Serie 5 525i,2007-2010–,assets/vehicles/bmw/car-01065/,assets/vehicles/_quick/car-01065-1.webp,assets/vehicles/_quick/car-01065-2.webp,,,,content/articles/bmw/car-01065.md,no
0c91a2692f94d1cff4eb8b315883173ac32688af,car-01066,excel,car,BMW,,,Serie 5,E60,525iA,BMW Serie 5 525iA,2007-2010–,assets/vehicles/bmw/car-01066/,assets/vehicles/_quick/car-01066-1.webp,assets/vehicles/_quick/car-01066-2.webp,,,,content/articles/bmw/car-01066.md,no
1b174a8797439296220cb3b69b636675886ae251,car-01067,excel,car,BMW,,,Serie 5,E60,530d,BMW Serie 5 530d,2007-2010–,assets/vehicles/bmw/car-01067/,assets/vehicles/_quick/car-01067-1.webp,assets/vehicles/_quick/car-01067-2.webp,,,,content/articles/bmw/car-01067.md,no
0676a2d278ce16be62f058b88c44c20e40801801,car-01068,excel,car,BMW,,,Serie 5,E60,530d,BMW Serie 5 530d,2005-2007–,assets/vehicles/bmw/car-01068/,assets/vehicles/_quick/car-01068-1.webp,assets/vehicles/_quick/car-01068-2.webp,,,,content/articles/bmw/car-01068.md,no
5ef38b7330ee63c11b5d4cee4b01a0fcadbd567f,car-01069,excel,car,BMW,,,Serie 5,E60,530d,BMW Serie 5 530d,2003-2005–,assets/vehicles/bmw/car-01069/,assets/vehicles/_quick/car-01069-1.webp,assets/vehicles/_quick/car-01069-2.webp,,,,content/articles/bmw/car-01069.md,no
cadc838c31c79728c01ba6bd6f59d363a3dce107,car-01070,excel,car,BMW,,,Serie 5,E60,530dA,BMW Serie 5 530dA,2007-2010–,assets/vehicles/bmw/car-01070/,assets/vehicles/_quick/car-01070-1.webp,assets/vehicles/_quick/car-01070-2.webp,,,,content/articles/bmw/car-01070.md,no
